doc_id,cip4,degree_level,cip_title,median_earnings_4yr_nat,text
3033_Undergraduate_Certificate_or_Diploma,3033,Undergraduate Certificate or Diploma,Sustainability Studies.,59056.0,"CIP family (cip4): 3033
Field of study: Sustainability Studies.
Degree level: Undergraduate Certificate or Diploma
Median earnings (4 years after completion, national): $59,056

Related occupations with OEWS wages (top 10 by employment):
- 25-1199 Postsecondary Teachers, All Other | median wage $78,490 | employment 151,530
- 25-1199 Postsecondary Teachers, All Other | median wage $78,490 | employment 151,530
- 25-1199 Postsecondary Teachers, All Other | median wage $78,490 | employment 151,530
- 25-1199 Postsecondary Teachers, All Other | median wage $78,490 | employment 151,530
- 25-1199 Postsecondary Teachers, All Other | median wage $78,490 | employment 151,530
- 25-1199 Postsecondary Teachers, All Other | median wage $78,490 | employment 151,530
- 25-1199 Postsecondary Teachers, All Other | median wage $78,490 | employment 151,530
- 25-1199 Postsecondary Teachers, All Other | median wage $78,490 | employment 151,530
- 25-1199 Postsecondary Teachers, All Other | median wage $78,490 | employment 151,530
- 25-1199 Postsecondary Teachers, All Other | median wage $78,490 | employment 151,530"
3044_Bachelors_Degree,3044,Bachelor's Degree,Geography and Environmental Studies.,55678.0,"CIP family (cip4): 3044
Field of study: Geography and Environmental Studies.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $55,678

Related occupations with OEWS wages (top 8 by employment):
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 19-2041 Environmental Scientists and Specialists, Including Health | median wage $80,060 | employment 84,930
- 19-4042 Environmental Science and Protection Technicians, Including Health | median wage $49,490 | employment 39,390
- 19-3099 Social Scientists and Related Workers, All Other | median wage $100,340 | employment 36,970
- 19-1031 Conservation Scientists | median wage $67,950 | employment 25,590
- 25-1053 Environmental Science Teachers, Postsecondary | median wage $87,710 | employment 7,130
- 25-1064 Geography Teachers, Postsecondary | median wage $86,730 | employment 3,290
- 19-3092 Geographers | median wage $97,200 | employment 1,380"
3101_Associates_Degree,3101,Associate's Degree,"Parks, Recreation, and Leisure Studies.",32310.0,"CIP family (cip4): 3101
Field of study: Parks, Recreation, and Leisure Studies.
Degree level: Associate's Degree
Median earnings (4 years after completion, national): $32,310

Related occupations with OEWS wages (top 10 by employment):
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680"
3101_Bachelors_Degree,3101,Bachelor's Degree,"Parks, Recreation, and Leisure Studies.",50983.0,"CIP family (cip4): 3101
Field of study: Parks, Recreation, and Leisure Studies.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $50,983

Related occupations with OEWS wages (top 10 by employment):
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680"
3101_Masters_Degree,3101,Master's Degree,"Parks, Recreation, and Leisure Studies.",56313.0,"CIP family (cip4): 3101
Field of study: Parks, Recreation, and Leisure Studies.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $56,313

Related occupations with OEWS wages (top 10 by employment):
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680"
3101_Non-Credential_Program_(Preparatory_Coursework/Teacher_Certification),3101,Non-Credential Program (Preparatory Coursework/Teacher Certification),"Parks, Recreation, and Leisure Studies.",54150.0,"CIP family (cip4): 3101
Field of study: Parks, Recreation, and Leisure Studies.
Degree level: Non-Credential Program (Preparatory Coursework/Teacher Certification)
Median earnings (4 years after completion, national): $54,150

Related occupations with OEWS wages (top 1 by employment):
- 25-1193 Recreation and Fitness Studies Teachers, Postsecondary | median wage $75,890 | employment 12,680"
3103_Associates_Degree,3103,Associate's Degree,"Parks, Recreation, and Leisure Facilities Management.",44884.0,"CIP family (cip4): 3103
Field of study: Parks, Recreation, and Leisure Facilities Management.
Degree level: Associate's Degree
Median earnings (4 years after completion, national): $44,884

Related occupations with OEWS wages (top 10 by employment):
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420"
3103_Bachelors_Degree,3103,Bachelor's Degree,"Parks, Recreation, and Leisure Facilities Management.",50468.0,"CIP family (cip4): 3103
Field of study: Parks, Recreation, and Leisure Facilities Management.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $50,468

Related occupations with OEWS wages (top 10 by employment):
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420"
3103_Masters_Degree,3103,Master's Degree,"Parks, Recreation, and Leisure Facilities Management.",57803.0,"CIP family (cip4): 3103
Field of study: Parks, Recreation, and Leisure Facilities Management.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $57,803

Related occupations with OEWS wages (top 10 by employment):
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420"
3103_Undergraduate_Certificate_or_Diploma,3103,Undergraduate Certificate or Diploma,"Parks, Recreation, and Leisure Facilities Management.",46207.0,"CIP family (cip4): 3103
Field of study: Parks, Recreation, and Leisure Facilities Management.
Degree level: Undergraduate Certificate or Diploma
Median earnings (4 years after completion, national): $46,207

Related occupations with OEWS wages (top 10 by employment):
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420
- 11-1021 General and Operations Managers | median wage $102,950 | employment 3,584,420"
3105_Associates_Degree,3105,Associate's Degree,"Sports, Kinesiology, and Physical Education/Fitness.",40162.0,"CIP family (cip4): 3105
Field of study: Sports, Kinesiology, and Physical Education/Fitness.
Degree level: Associate's Degree
Median earnings (4 years after completion, national): $40,162

Related occupations with OEWS wages (top 10 by employment):
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620"
3105_Bachelors_Degree,3105,Bachelor's Degree,"Sports, Kinesiology, and Physical Education/Fitness.",54562.0,"CIP family (cip4): 3105
Field of study: Sports, Kinesiology, and Physical Education/Fitness.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $54,562

Related occupations with OEWS wages (top 10 by employment):
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620"
3105_Doctoral_Degree,3105,Doctoral Degree,"Sports, Kinesiology, and Physical Education/Fitness.",81993.0,"CIP family (cip4): 3105
Field of study: Sports, Kinesiology, and Physical Education/Fitness.
Degree level: Doctoral Degree
Median earnings (4 years after completion, national): $81,993

Related occupations with OEWS wages (top 10 by employment):
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620"
3105_Graduate/Professional_Certificate,3105,Graduate/Professional Certificate,"Sports, Kinesiology, and Physical Education/Fitness.",56916.0,"CIP family (cip4): 3105
Field of study: Sports, Kinesiology, and Physical Education/Fitness.
Degree level: Graduate/Professional Certificate
Median earnings (4 years after completion, national): $56,916

Related occupations with OEWS wages (top 10 by employment):
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620"
3105_Masters_Degree,3105,Master's Degree,"Sports, Kinesiology, and Physical Education/Fitness.",62033.0,"CIP family (cip4): 3105
Field of study: Sports, Kinesiology, and Physical Education/Fitness.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $62,033

Related occupations with OEWS wages (top 10 by employment):
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620"
3105_Non-Credential_Program_(Preparatory_Coursework/Teacher_Certification),3105,Non-Credential Program (Preparatory Coursework/Teacher Certification),"Sports, Kinesiology, and Physical Education/Fitness.",57904.0,"CIP family (cip4): 3105
Field of study: Sports, Kinesiology, and Physical Education/Fitness.
Degree level: Non-Credential Program (Preparatory Coursework/Teacher Certification)
Median earnings (4 years after completion, national): $57,904

Related occupations with OEWS wages (top 10 by employment):
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620"
3105_Undergraduate_Certificate_or_Diploma,3105,Undergraduate Certificate or Diploma,"Sports, Kinesiology, and Physical Education/Fitness.",37647.0,"CIP family (cip4): 3105
Field of study: Sports, Kinesiology, and Physical Education/Fitness.
Degree level: Undergraduate Certificate or Diploma
Median earnings (4 years after completion, national): $37,647

Related occupations with OEWS wages (top 10 by employment):
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620
- 39-9031 Exercise Trainers and Group Fitness Instructors | median wage $46,180 | employment 303,620"
3106_Bachelors_Degree,3106,Bachelor's Degree,Outdoor Education.,39157.0,"CIP family (cip4): 3106
Field of study: Outdoor Education.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $39,157

Related occupations with OEWS wages (top 10 by employment):
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640"
3106_Masters_Degree,3106,Master's Degree,Outdoor Education.,59399.0,"CIP family (cip4): 3106
Field of study: Outdoor Education.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $59,399

Related occupations with OEWS wages (top 10 by employment):
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-9032 Recreation Workers | median wage $35,380 | employment 309,640
- 39-1014 First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services | median wage $46,900 | employment 92,830
- 39-1014 First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services | median wage $46,900 | employment 92,830
- 39-1014 First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services | median wage $46,900 | employment 92,830
- 39-1014 First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services | median wage $46,900 | employment 92,830"
3800_Bachelors_Degree,3800,Bachelor's Degree,"Philosophy and Religious Studies, General.",47213.0,"CIP family (cip4): 3800
Field of study: Philosophy and Religious Studies, General.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $47,213

Related occupations with OEWS wages (top 10 by employment):
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840"
3800_Masters_Degree,3800,Master's Degree,"Philosophy and Religious Studies, General.",48322.0,"CIP family (cip4): 3800
Field of study: Philosophy and Religious Studies, General.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $48,322

Related occupations with OEWS wages (top 5 by employment):
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840
- 25-1126 Philosophy and Religion Teachers, Postsecondary | median wage $78,050 | employment 20,840"
3801_Associates_Degree,3801,Associate's Degree,Philosophy.,41229.0,"CIP family (cip4): 3801
Field of study: Philosophy.
Degree level: Associate's Degree
Median earnings (4 years after completion, national): $41,229

Related occupations with OEWS wages (top 10 by employment):
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870"
3801_Bachelors_Degree,3801,Bachelor's Degree,Philosophy.,54455.0,"CIP family (cip4): 3801
Field of study: Philosophy.
Degree level: Bachelor's Degree
Median earnings (4 years after completion, national): $54,455

Related occupations with OEWS wages (top 10 by employment):
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870"
3801_Doctoral_Degree,3801,Doctoral Degree,Philosophy.,70449.0,"CIP family (cip4): 3801
Field of study: Philosophy.
Degree level: Doctoral Degree
Median earnings (4 years after completion, national): $70,449

Related occupations with OEWS wages (top 10 by employment):
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870"
3801_Graduate/Professional_Certificate,3801,Graduate/Professional Certificate,Philosophy.,65543.0,"CIP family (cip4): 3801
Field of study: Philosophy.
Degree level: Graduate/Professional Certificate
Median earnings (4 years after completion, national): $65,543

Related occupations with OEWS wages (top 10 by employment):
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870"
3801_Masters_Degree,3801,Master's Degree,Philosophy.,60272.0,"CIP family (cip4): 3801
Field of study: Philosophy.
Degree level: Master's Degree
Median earnings (4 years after completion, national): $60,272

Related occupations with OEWS wages (top 10 by employment):
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870"
3801_Non-Credential_Program_(Preparatory_Coursework/Teacher_Certification),3801,Non-Credential Program (Preparatory Coursework/Teacher Certification),Philosophy.,64103.0,"CIP family (cip4): 3801
Field of study: Philosophy.
Degree level: Non-Credential Program (Preparatory Coursework/Teacher Certification)
Median earnings (4 years after completion, national): $64,103

Related occupations with OEWS wages (top 10 by employment):
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 11-9121 Natural Sciences Managers | median wage $161,180 | employment 100,870
- 25-1022 Mathematical Science Teachers, Postsecondary | median wage $79,350 | employment 48,820
- 25-1022 Mathematical Science Teachers, Postsecondary | median wage $79,350 | employment 48,820
- 25-1022 Mathematical Science Teachers, Postsecondary | median wage $79,350 | employment 48,820"
